"Date","Price","Open","High","Low","Change %"
"Nov 14, 2019","0.3770","0.3770","0.3770","0.3770","0.00%"
"Nov 13, 2019","0.3770","0.3770","0.3770","0.3770","0.00%"
"Nov 12, 2019","0.3770","0.3769","0.3770","0.3769","0.00%"
"Nov 11, 2019","0.3770","0.3770","0.3770","0.3769","0.00%"
"Nov 09, 2019","0.3770","0.3770","0.3770","0.3770","0.00%"
"Nov 08, 2019","0.3770","0.3770","0.3770","0.3770","0.00%"
"Nov 07, 2019","0.3770","0.3770","0.3771","0.3770","0.00%"
"Nov 06, 2019","0.3770","0.3770","0.3771","0.3770","0.00%"
"Nov 05, 2019","0.3770","0.3770","0.3770","0.3769","0.00%"
"Nov 04, 2019","0.3770","0.3770","0.3770","0.3769","0.00%"
"Nov 02, 2019","0.3770","0.3770","0.3770","0.3770","0.00%"
"Nov 01, 2019","0.3770","0.3770","0.3770","0.3770","0.00%"
"Oct 31, 2019","0.3770","0.3770","0.3770","0.3770","0.00%"
"Oct 30, 2019","0.3770","0.3771","0.3775","0.3770","0.00%"
"Oct 29, 2019","0.3770","0.3770","0.3770","0.3770","0.00%"
"Oct 28, 2019","0.3770","0.3771","0.3771","0.3770","0.00%"
"Oct 26, 2019","0.3770","0.3770","0.3770","0.3770","0.00%"
"Oct 25, 2019","0.3770","0.3770","0.3772","0.3770","0.00%"
"Oct 24, 2019","0.3770","0.3770","0.3771","0.3769","0.00%"
"Oct 23, 2019","0.3770","0.3771","0.3771","0.3769","0.00%"
"Oct 22, 2019","0.3770","0.3770","0.3772","0.3770","0.00%"
"Oct 21, 2019","0.3770","0.3770","0.3770","0.3769","0.00%"
"Oct 19, 2019","0.3770","0.3770","0.3770","0.3770","0.00%"
"Oct 18, 2019","0.3770","0.3770","0.3771","0.3769","0.00%"
"Oct 17, 2019","0.3770","0.3771","0.3772","0.3770","0.00%"
"Oct 16, 2019","0.3770","0.3769","0.3771","0.3769","0.00%"
"Oct 15, 2019","0.3770","0.3770","0.3770","0.3768","0.00%"
"Oct 14, 2019","0.3770","0.3772","0.3772","0.3770","0.00%"
"Oct 12, 2019","0.3770","0.3770","0.3770","0.3770","0.00%"
"Oct 11, 2019","0.3770","0.3772","0.3772","0.3770","0.00%"
"Oct 10, 2019","0.3770","0.3770","0.3770","0.3769","0.00%"
"Oct 09, 2019","0.3770","0.3770","0.3770","0.3768","0.00%"
"Oct 08, 2019","0.3770","0.3769","0.3772","0.3769","0.00%"
"Oct 07, 2019","0.3770","0.3770","0.3770","0.3767","0.00%"
"Oct 05, 2019","0.3770","0.3770","0.3770","0.3770","0.00%"
"Oct 04, 2019","0.3770","0.3772","0.3772","0.3770","0.00%"
"Oct 03, 2019","0.3770","0.3771","0.3772","0.3770","0.00%"
"Oct 02, 2019","0.3770","0.3770","0.3771","0.3769","0.00%"
"Oct 01, 2019","0.3770","0.3771","0.3772","0.3770","0.00%"
"Sep 30, 2019","0.3770","0.3771","0.3772","0.3770","0.00%"
"Sep 28, 2019","0.3770","0.3770","0.3770","0.3770","0.00%"
"Sep 27, 2019","0.3770","0.3771","0.3772","0.3770","0.00%"
"Sep 26, 2019","0.3770","0.3771","0.3772","0.3770","0.00%"
"Sep 25, 2019","0.3770","0.3769","0.3770","0.3768","0.00%"
"Sep 24, 2019","0.3770","0.3771","0.3772","0.3770","0.00%"
"Sep 23, 2019","0.3770","0.3771","0.3772","0.3770","0.00%"
"Sep 21, 2019","0.3770","0.3770","0.3770","0.3770","0.00%"
"Sep 20, 2019","0.3770","0.3768","0.3770","0.3767","0.00%"
"Sep 19, 2019","0.3770","0.3770","0.3771","0.3768","0.00%"
"Sep 18, 2019","0.3770","0.3770","0.3771","0.3768","0.00%"
"Sep 17, 2019","0.3770","0.3772","0.3773","0.3770","-0.03%"
"Sep 16, 2019","0.3771","0.3772","0.3773","0.3771","0.00%"
"Sep 14, 2019","0.3771","0.3771","0.3771","0.3771","0.00%"
"Sep 13, 2019","0.3771","0.3771","0.3773","0.3771","0.00%"
"Sep 12, 2019","0.3771","0.3771","0.3772","0.3770","0.03%"
"Sep 11, 2019","0.3770","0.3770","0.3771","0.3770","-0.03%"
"Sep 10, 2019","0.3771","0.3772","0.3773","0.3771","0.00%"
"Sep 09, 2019","0.3771","0.3770","0.3771","0.3769","0.00%"
"Sep 07, 2019","0.3771","0.3771","0.3771","0.3771","0.00%"
"Sep 06, 2019","0.3771","0.3772","0.3773","0.3771","0.03%"
"Sep 05, 2019","0.3770","0.3770","0.3771","0.3770","0.00%"
"Sep 04, 2019","0.3770","0.3770","0.3770","0.3769","0.00%"
"Sep 03, 2019","0.3770","0.3771","0.3772","0.3770","0.00%"
"Sep 02, 2019","0.3770","0.3772","0.3772","0.3770","0.00%"
"Aug 31, 2019","0.3770","0.3770","0.3770","0.3770","0.00%"
"Aug 30, 2019","0.3770","0.3772","0.3772","0.3770","0.00%"
"Aug 29, 2019","0.3770","0.3770","0.3770","0.3769","0.00%"
"Aug 28, 2019","0.3770","0.3770","0.3770","0.3768","0.00%"
"Aug 27, 2019","0.3770","0.3770","0.3772","0.3770","0.00%"
"Aug 26, 2019","0.3770","0.3770","0.3770","0.3769","0.00%"
"Aug 24, 2019","0.3770","0.3770","0.3770","0.3770","0.00%"
"Aug 23, 2019","0.3770","0.3770","0.3772","0.3770","0.00%"
"Aug 22, 2019","0.3770","0.3770","0.3770","0.3769","0.00%"
"Aug 21, 2019","0.3770","0.3770","0.3771","0.3769","0.00%"
"Aug 20, 2019","0.3770","0.3770","0.3772","0.3770","0.00%"
"Aug 19, 2019","0.3770","0.3771","0.3771","0.3769","0.00%"
"Aug 17, 2019","0.3770","0.3770","0.3770","0.3770","0.00%"
"Aug 16, 2019","0.3770","0.3771","0.3772","0.3770","0.00%"
"Aug 15, 2019","0.3770","0.3771","0.3772","0.3770","0.00%"
"Aug 14, 2019","0.3770","0.3769","0.3771","0.3769","0.00%"
"Aug 13, 2019","0.3770","0.3771","0.3772","0.3770","0.00%"
"Aug 12, 2019","0.3770","0.3770","0.3771","0.3769","0.00%"
"Aug 10, 2019","0.3770","0.3770","0.3770","0.3770","0.00%"
"Aug 09, 2019","0.3770","0.3771","0.3772","0.3770","0.00%"
"Aug 08, 2019","0.3770","0.3770","0.3771","0.3769","0.00%"
"Aug 07, 2019","0.3770","0.3770","0.3771","0.3767","0.00%"
"Aug 06, 2019","0.3770","0.3768","0.3770","0.3768","0.00%"
"Aug 05, 2019","0.3770","0.3770","0.3770","0.3768","0.00%"
"Aug 03, 2019","0.3770","0.3770","0.3770","0.3770","0.00%"
"Aug 02, 2019","0.3770","0.3770","0.3772","0.3770","0.00%"
"Aug 01, 2019","0.3770","0.3770","0.3771","0.3767","0.00%"
"Jul 31, 2019","0.3770","0.3769","0.3771","0.3767","0.05%"
"Jul 30, 2019","0.3768","0.3771","0.3773","0.3768","-0.03%"
"Jul 29, 2019","0.3769","0.3773","0.3773","0.3769","0.03%"
"Jul 27, 2019","0.3768","0.3768","0.3768","0.3768","0.00%"
"Jul 26, 2019","0.3768","0.3772","0.3774","0.3768","-0.05%"
"Jul 25, 2019","0.3770","0.3770","0.3770","0.3766","0.00%"
"Jul 24, 2019","0.3770","0.3770","0.3770","0.3766","0.00%"
"Jul 23, 2019","0.3770","0.3772","0.3772","0.3768","0.00%"
"Jul 22, 2019","0.3770","0.3772","0.3772","0.3768","0.00%"
"Jul 20, 2019","0.3770","0.3770","0.3770","0.3770","0.00%"
"Jul 19, 2019","0.3770","0.3770","0.3772","0.3768","0.03%"
"Jul 18, 2019","0.3769","0.3772","0.3773","0.3769","0.00%"
"Jul 17, 2019","0.3769","0.3771","0.3772","0.3769","-0.03%"
"Jul 16, 2019","0.3770","0.3771","0.3772","0.3768","0.03%"
"Jul 15, 2019","0.3769","0.3773","0.3773","0.3769","-0.03%"
"Jul 13, 2019","0.3770","0.3770","0.3770","0.3770","0.00%"
"Jul 12, 2019","0.3770","0.3770","0.3771","0.3769","0.00%"
"Jul 11, 2019","0.3770","0.3771","0.3772","0.3770","0.03%"
"Jul 10, 2019","0.3769","0.3772","0.3773","0.3769","-0.03%"
"Jul 09, 2019","0.3770","0.3770","0.3772","0.3768","0.03%"
"Jul 08, 2019","0.3769","0.3773","0.3773","0.3769","0.00%"
"Jul 06, 2019","0.3769","0.3769","0.3769","0.3769","0.00%"
"Jul 05, 2019","0.3769","0.3772","0.3774","0.3769","-0.03%"
"Jul 04, 2019","0.3770","0.3771","0.3772","0.3770","0.00%"
"Jul 03, 2019","0.3770","0.3769","0.3771","0.3769","0.03%"
"Jul 02, 2019","0.3769","0.3771","0.3773","0.3769","0.00%"
"Jul 01, 2019","0.3769","0.3773","0.3773","0.3769","-0.03%"
"Jun 29, 2019","0.3770","0.3770","0.3770","0.3770","0.00%"
"Jun 28, 2019","0.3770","0.3768","0.3770","0.3768","0.00%"
"Jun 27, 2019","0.3770","0.3770","0.3771","0.3769","0.00%"
"Jun 26, 2019","0.3770","0.3772","0.3774","0.3770","0.00%"
"Jun 25, 2019","0.3770","0.3770","0.3772","0.3769","0.00%"
"Jun 24, 2019","0.3770","0.3774","0.3774","0.3770","0.00%"
"Jun 22, 2019","0.3770","0.3770","0.3770","0.3770","0.00%"
"Jun 21, 2019","0.3770","0.3770","0.3772","0.3769","0.03%"
"Jun 20, 2019","0.3769","0.3772","0.3773","0.3769","0.00%"
"Jun 19, 2019","0.3769","0.3771","0.3773","0.3769","-0.03%"
"Jun 18, 2019","0.3770","0.3770","0.3771","0.3767","0.00%"
"Jun 17, 2019","0.3770","0.3771","0.3772","0.3768","0.03%"
"Jun 15, 2019","0.3769","0.3769","0.3769","0.3769","-0.03%"
"Jun 14, 2019","0.3770","0.3771","0.3772","0.3768","0.00%"
"Jun 13, 2019","0.3770","0.3771","0.3772","0.3768","0.00%"
"Jun 12, 2019","0.3770","0.3770","0.3771","0.3769","0.00%"
"Jun 11, 2019","0.3770","0.3771","0.3772","0.3768","0.03%"
"Jun 10, 2019","0.3769","0.3773","0.3773","0.3769","-0.03%"
"Jun 08, 2019","0.3770","0.3770","0.3770","0.3770","0.00%"
"Jun 07, 2019","0.3770","0.3771","0.3772","0.3768","0.00%"
"Jun 06, 2019","0.3770","0.3771","0.3772","0.3768","0.00%"
"Jun 05, 2019","0.3770","0.3770","0.3772","0.3768","0.00%"
"Jun 04, 2019","0.3770","0.3770","0.3772","0.3768","0.00%"
"Jun 03, 2019","0.3770","0.3772","0.3772","0.3768","0.00%"
"Jun 01, 2019","0.3770","0.3770","0.3770","0.3770","0.00%"
"May 31, 2019","0.3770","0.3771","0.3772","0.3768","0.00%"
"May 30, 2019","0.3770","0.3771","0.3772","0.3768","0.00%"
"May 29, 2019","0.3770","0.3770","0.3772","0.3768","0.00%"
"May 28, 2019","0.3770","0.3770","0.3772","0.3768","0.00%"
"May 27, 2019","0.3770","0.3772","0.3772","0.3770","0.00%"
"May 25, 2019","0.3770","0.3770","0.3770","0.3770","0.00%"
"May 24, 2019","0.3770","0.3771","0.3772","0.3768","0.00%"
"May 23, 2019","0.3770","0.3770","0.3772","0.3768","0.00%"
"May 22, 2019","0.3770","0.3770","0.3772","0.3768","0.00%"
"May 21, 2019","0.3770","0.3770","0.3772","0.3768","0.00%"
"May 20, 2019","0.3770","0.3772","0.3772","0.3768","0.00%"
"May 18, 2019","0.3770","0.3770","0.3770","0.3770","0.00%"
"May 17, 2019","0.3770","0.3770","0.3772","0.3768","0.00%"
"May 16, 2019","0.3770","0.3771","0.3772","0.3768","0.00%"
"May 15, 2019","0.3770","0.3772","0.3774","0.3770","0.00%"
"May 14, 2019","0.3770","0.3770","0.3772","0.3768","0.00%"
"May 13, 2019","0.3770","0.3772","0.3772","0.3768","0.00%"
"May 11, 2019","0.3770","0.3770","0.3770","0.3770","0.00%"
"May 10, 2019","0.3770","0.3771","0.3772","0.3768","0.00%"
"May 09, 2019","0.3770","0.3771","0.3772","0.3768","0.00%"
"May 08, 2019","0.3770","0.3771","0.3772","0.3768","0.00%"
"May 07, 2019","0.3770","0.3771","0.3772","0.3768","0.00%"
"May 06, 2019","0.3770","0.3772","0.3772","0.3770","0.00%"
"May 04, 2019","0.3770","0.3770","0.3770","0.3770","0.00%"
"May 03, 2019","0.3770","0.3771","0.3772","0.3768","0.00%"
"May 02, 2019","0.3770","0.3771","0.3772","0.3768","0.00%"
"May 01, 2019","0.3770","0.3771","0.3772","0.3768","0.00%"
"Apr 30, 2019","0.3770","0.3771","0.3772","0.3767","0.00%"
"Apr 29, 2019","0.3770","0.3772","0.3772","0.3768","0.03%"
"Apr 27, 2019","0.3769","0.3769","0.3769","0.3769","0.00%"
"Apr 26, 2019","0.3769","0.3771","0.3772","0.3767","-0.05%"
"Apr 25, 2019","0.3771","0.3771","0.3773","0.3768","0.00%"
"Apr 24, 2019","0.3771","0.3770","0.3773","0.3768","0.03%"
"Apr 23, 2019","0.3770","0.3772","0.3774","0.3769","0.00%"
"Apr 22, 2019","0.3770","0.3772","0.3773","0.3769","0.00%"
"Apr 20, 2019","0.3770","0.3770","0.3770","0.3770","0.00%"
"Apr 19, 2019","0.3770","0.3770","0.3772","0.3768","0.00%"
"Apr 18, 2019","0.3770","0.3770","0.3772","0.3768","0.00%"
"Apr 17, 2019","0.3770","0.3770","0.3772","0.3770","0.00%"
"Apr 16, 2019","0.3770","0.3770","0.3772","0.3768","0.00%"
"Apr 15, 2019","0.3770","0.3772","0.3772","0.3768","0.00%"
"Apr 13, 2019","0.3770","0.3770","0.3770","0.3770","0.00%"
"Apr 12, 2019","0.3770","0.3770","0.3772","0.3768","0.00%"
"Apr 11, 2019","0.3770","0.3770","0.3772","0.3768","0.00%"
"Apr 10, 2019","0.3770","0.3770","0.3772","0.3768","0.00%"
"Apr 09, 2019","0.3770","0.3770","0.3772","0.3768","0.00%"
"Apr 08, 2019","0.3770","0.3772","0.3777","0.3768","0.00%"
"Apr 06, 2019","0.3770","0.3770","0.3770","0.3770","0.00%"
"Apr 05, 2019","0.3770","0.3771","0.3777","0.3768","0.00%"
"Apr 04, 2019","0.3770","0.3770","0.3772","0.3768","0.00%"
"Apr 03, 2019","0.3770","0.3770","0.3772","0.3768","0.00%"
"Apr 02, 2019","0.3770","0.3772","0.3772","0.3768","0.00%"
"Apr 01, 2019","0.3770","0.3772","0.3772","0.3768","0.00%"
"Mar 30, 2019","0.3770","0.3770","0.3770","0.3770","0.00%"
"Mar 29, 2019","0.3770","0.3771","0.3772","0.3768","0.00%"
"Mar 28, 2019","0.3770","0.3771","0.3772","0.3768","0.00%"
"Mar 27, 2019","0.3770","0.3770","0.3772","0.3768","0.00%"
"Mar 26, 2019","0.3770","0.3771","0.3772","0.3768","0.00%"
"Mar 25, 2019","0.3770","0.3771","0.3772","0.3768","0.00%"
"Mar 23, 2019","0.3770","0.3770","0.3770","0.3770","0.00%"
"Mar 22, 2019","0.3770","0.3768","0.3772","0.3768","0.03%"
"Mar 21, 2019","0.3769","0.3769","0.3773","0.3769","-0.03%"
"Mar 20, 2019","0.3770","0.3770","0.3774","0.3770","0.03%"
"Mar 19, 2019","0.3769","0.3769","0.3773","0.3769","0.00%"
"Mar 18, 2019","0.3769","0.3773","0.3773","0.3769","-0.03%"
"Mar 16, 2019","0.3770","0.3770","0.3770","0.3770","0.00%"
"Mar 15, 2019","0.3770","0.3767","0.3771","0.3767","0.00%"
"Mar 14, 2019","0.3770","0.3772","0.3774","0.3770","0.00%"
"Mar 13, 2019","0.3770","0.3771","0.3772","0.3768","0.00%"
"Mar 12, 2019","0.3770","0.3770","0.3772","0.3768","0.00%"
"Mar 11, 2019","0.3770","0.3772","0.3772","0.3768","0.00%"
"Mar 09, 2019","0.3770","0.3770","0.3770","0.3770","0.00%"
"Mar 08, 2019","0.3770","0.3772","0.3772","0.3768","0.00%"
"Mar 07, 2019","0.3770","0.3772","0.3772","0.3768","0.00%"
"Mar 06, 2019","0.3770","0.3770","0.3772","0.3768","0.00%"
"Mar 05, 2019","0.3770","0.3772","0.3772","0.3768","0.00%"
"Mar 04, 2019","0.3770","0.3771","0.3772","0.3768","0.00%"
"Mar 02, 2019","0.3770","0.3770","0.3770","0.3770","0.00%"
"Mar 01, 2019","0.3770","0.3772","0.3772","0.3768","0.00%"
"Feb 28, 2019","0.3770","0.3772","0.3772","0.3768","0.00%"
"Feb 27, 2019","0.3770","0.3772","0.3772","0.3768","0.00%"
"Feb 26, 2019","0.3770","0.3772","0.3772","0.3768","0.00%"
"Feb 25, 2019","0.3770","0.3772","0.3772","0.3768","0.05%"
"Feb 23, 2019","0.3768","0.3768","0.3768","0.3768","0.00%"
"Feb 22, 2019","0.3768","0.3774","0.3774","0.3768","-0.05%"
"Feb 21, 2019","0.3770","0.3772","0.3772","0.3768","0.00%"
"Feb 20, 2019","0.3770","0.3772","0.3772","0.3768","0.00%"
"Feb 19, 2019","0.3770","0.3770","0.3772","0.3770","0.00%"
"Feb 18, 2019","0.3770","0.3772","0.3772","0.3770","0.00%"
"Feb 16, 2019","0.3770","0.3770","0.3770","0.3770","0.00%"
"Feb 15, 2019","0.3770","0.3772","0.3772","0.3768","0.00%"
"Feb 14, 2019","0.3770","0.3766","0.3772","0.3766","0.00%"
"Feb 13, 2019","0.3770","0.3766","0.3772","0.3766","0.00%"
"Feb 12, 2019","0.3770","0.3770","0.3772","0.3768","0.00%"
"Feb 11, 2019","0.3770","0.3772","0.3772","0.3768","0.00%"
"Feb 09, 2019","0.3770","0.3770","0.3770","0.3770","0.00%"
"Feb 08, 2019","0.3770","0.3772","0.3772","0.3768","0.00%"
"Feb 07, 2019","0.3770","0.3764","0.3770","0.3764","0.00%"
"Feb 06, 2019","0.3770","0.3772","0.3772","0.3768","0.00%"
"Feb 05, 2019","0.3770","0.3770","0.3772","0.3768","0.00%"
"Feb 04, 2019","0.3770","0.3772","0.3772","0.3768","0.00%"
"Feb 02, 2019","0.3770","0.3770","0.3770","0.3770","0.00%"
"Feb 01, 2019","0.3770","0.3772","0.3772","0.3768","0.00%"
"Jan 31, 2019","0.3770","0.3772","0.3772","0.3768","0.00%"
"Jan 30, 2019","0.3770","0.3772","0.3772","0.3768","0.00%"
"Jan 29, 2019","0.3770","0.3770","0.3772","0.3768","0.00%"
"Jan 28, 2019","0.3770","0.3772","0.3772","0.3768","0.00%"
"Jan 26, 2019","0.3770","0.3770","0.3770","0.3770","0.00%"
"Jan 25, 2019","0.3770","0.3772","0.3772","0.3768","0.00%"
"Jan 24, 2019","0.3770","0.3772","0.3772","0.3768","0.00%"
"Jan 23, 2019","0.3770","0.3772","0.3772","0.3768","0.00%"
"Jan 22, 2019","0.3770","0.3767","0.3772","0.3767","0.00%"
"Jan 21, 2019","0.3770","0.3772","0.3772","0.3770","0.00%"
"Jan 19, 2019","0.3770","0.3770","0.3770","0.3770","0.00%"
"Jan 18, 2019","0.3770","0.3772","0.3772","0.3768","-0.03%"
"Jan 17, 2019","0.3771","0.3770","0.3772","0.3768","0.03%"
"Jan 16, 2019","0.3770","0.3772","0.3772","0.3768","0.00%"
"Jan 15, 2019","0.3770","0.3770","0.3772","0.3768","0.00%"
"Jan 14, 2019","0.3770","0.3772","0.3772","0.3768","0.00%"
"Jan 12, 2019","0.3770","0.3770","0.3770","0.3770","0.00%"
"Jan 11, 2019","0.3770","0.3772","0.3772","0.3768","0.00%"
"Jan 10, 2019","0.3770","0.3770","0.3772","0.3768","0.00%"
"Jan 09, 2019","0.3770","0.3770","0.3772","0.3768","0.00%"
"Jan 08, 2019","0.3770","0.3772","0.3772","0.3768","0.00%"
"Jan 07, 2019","0.3770","0.3771","0.3772","0.3768","0.00%"
"Jan 05, 2019","0.3770","0.3770","0.3770","0.3770","0.00%"
"Jan 04, 2019","0.3770","0.3772","0.3772","0.3768","0.00%"
"Jan 03, 2019","0.3770","0.3770","0.3772","0.3767","0.00%"
"Jan 02, 2019","0.3770","0.3772","0.3772","0.3767","0.00%"
"Jan 01, 2019","0.3770","0.3771","0.3771","0.3770","0.03%"
"Dec 31, 2018","0.3769","0.3772","0.3772","0.3767","0.00%"
"Dec 29, 2018","0.3769","0.3769","0.3769","0.3769","0.00%"
"Dec 28, 2018","0.3769","0.3769","0.3772","0.3766","0.00%"
"Dec 27, 2018","0.3769","0.3769","0.3772","0.3767","-0.03%"
"Dec 26, 2018","0.3770","0.3772","0.3772","0.3769","0.00%"
"Dec 25, 2018","0.3770","0.3770","0.3770","0.3769","0.03%"
"Dec 24, 2018","0.3769","0.3771","0.3772","0.3767","0.00%"
"Dec 22, 2018","0.3769","0.3769","0.3769","0.3769","0.00%"
"Dec 21, 2018","0.3769","0.3769","0.3772","0.3767","0.00%"
"Dec 20, 2018","0.3769","0.3770","0.3772","0.3768","-0.03%"
"Dec 19, 2018","0.3770","0.3770","0.3772","0.3768","0.00%"
"Dec 18, 2018","0.3770","0.3771","0.3773","0.3768","0.00%"
"Dec 17, 2018","0.3770","0.3771","0.3772","0.3768","0.00%"
"Dec 15, 2018","0.3770","0.3770","0.3770","0.3770","0.00%"
"Dec 14, 2018","0.3770","0.3770","0.3772","0.3768","0.00%"
"Dec 13, 2018","0.3770","0.3770","0.3773","0.3768","0.00%"
"Dec 12, 2018","0.3770","0.3771","0.3773","0.3768","0.00%"
"Dec 11, 2018","0.3770","0.3771","0.3772","0.3768","0.00%"
"Dec 10, 2018","0.3770","0.3769","0.3771","0.3766","0.00%"
"Dec 08, 2018","0.3770","0.3770","0.3770","0.3770","0.00%"
"Dec 07, 2018","0.3770","0.3768","0.3770","0.3766","0.00%"
"Dec 06, 2018","0.3770","0.3771","0.3773","0.3768","0.00%"
"Dec 05, 2018","0.3770","0.3769","0.3771","0.3766","0.00%"
"Dec 04, 2018","0.3770","0.3769","0.3773","0.3768","0.00%"
"Dec 03, 2018","0.3770","0.3771","0.3774","0.3769","0.03%"
"Dec 01, 2018","0.3769","0.3769","0.3769","0.3769","0.00%"
"Nov 30, 2018","0.3769","0.3769","0.3772","0.3767","0.00%"
"Nov 29, 2018","0.3769","0.3769","0.3773","0.3768","0.00%"
"Nov 28, 2018","0.3769","0.3771","0.3773","0.3768","0.00%"
"Nov 27, 2018","0.3769","0.3769","0.3773","0.3768","0.00%"
"Nov 26, 2018","0.3769","0.3771","0.3773","0.3767","0.00%"
"Nov 24, 2018","0.3769","0.3769","0.3769","0.3769","0.00%"
"Nov 23, 2018","0.3769","0.3769","0.3772","0.3769","-0.03%"
"Nov 22, 2018","0.3770","0.3772","0.3774","0.3770","0.00%"
"Nov 21, 2018","0.3770","0.3764","0.3771","0.3764","0.00%"
"Nov 20, 2018","0.3770","0.3772","0.3772","0.3768","0.00%"
"Nov 19, 2018","0.3770","0.3771","0.3771","0.3766","0.00%"
"Nov 17, 2018","0.3770","0.3770","0.3770","0.3770","0.00%"
"Nov 16, 2018","0.3770","0.3770","0.3773","0.3767","0.00%"
"Nov 15, 2018","0.3770","0.3773","0.3773","0.3767","-0.03%"
"Nov 14, 2018","0.3771","0.3768","0.3771","0.3767","0.03%"
"Nov 13, 2018","0.3770","0.3772","0.3773","0.3768","0.03%"
"Nov 12, 2018","0.3769","0.3772","0.3773","0.3769","0.00%"
"Nov 10, 2018","0.3769","0.3769","0.3769","0.3769","0.00%"
"Nov 09, 2018","0.3769","0.3772","0.3772","0.3768","0.00%"
"Nov 08, 2018","0.3769","0.3772","0.3772","0.3768","-0.03%"
"Nov 07, 2018","0.3770","0.3772","0.3772","0.3768","0.00%"
"Nov 06, 2018","0.3770","0.3772","0.3772","0.3767","0.00%"
"Nov 05, 2018","0.3770","0.3772","0.3772","0.3768","0.00%"
"Nov 03, 2018","0.3770","0.3770","0.3770","0.3770","0.00%"
"Nov 02, 2018","0.3770","0.3769","0.3772","0.3767","0.03%"
"Nov 01, 2018","0.3769","0.3769","0.3772","0.3768","0.00%"
"Oct 31, 2018","0.3769","0.3769","0.3772","0.3767","0.00%"
"Oct 30, 2018","0.3769","0.3769","0.3772","0.3767","0.00%"
"Oct 29, 2018","0.3769","0.3771","0.3772","0.3767","0.00%"
"Oct 27, 2018","0.3769","0.3769","0.3769","0.3769","0.00%"
"Oct 26, 2018","0.3769","0.3769","0.3772","0.3768","0.00%"
"Oct 25, 2018","0.3769","0.3769","0.3772","0.3768","0.00%"
"Oct 24, 2018","0.3769","0.3770","0.3772","0.3768","-0.03%"
"Oct 23, 2018","0.3770","0.3770","0.3772","0.3768","0.00%"
"Oct 22, 2018","0.3770","0.3772","0.3772","0.3768","0.00%"
"Oct 20, 2018","0.3770","0.3770","0.3770","0.3770","0.00%"
"Oct 19, 2018","0.3770","0.3770","0.3772","0.3768","0.00%"
"Oct 18, 2018","0.3770","0.3770","0.3772","0.3768","0.00%"
"Oct 17, 2018","0.3770","0.3770","0.3772","0.3768","0.00%"
