"Date","Price","Open","High","Low","Change %"
"Jun 08, 2018","2.2496","2.2447","2.2578","2.2416","0.21%"
"Jun 07, 2018","2.2449","2.2487","2.2489","2.2359","-0.17%"
"Jun 06, 2018","2.2488","2.2592","2.2643","2.2456","-0.47%"
"Jun 05, 2018","2.2594","2.2624","2.2726","2.2566","-0.13%"
"Jun 04, 2018","2.2624","2.2765","2.2771","2.2551","-0.31%"
"Jun 01, 2018","2.2695","2.2641","2.2779","2.2582","0.22%"
"May 31, 2018","2.2645","2.2702","2.2746","2.2578","-0.27%"
"May 30, 2018","2.2707","2.2939","2.2997","2.2674","-1.03%"
"May 29, 2018","2.2943","2.2787","2.3017","2.2757","0.71%"
"May 28, 2018","2.2782","2.2766","2.2816","2.2583","0.22%"
"May 25, 2018","2.2731","2.2600","2.2747","2.2567","0.58%"
"May 24, 2018","2.2600","2.2640","2.2671","2.2536","-0.19%"
"May 23, 2018","2.2643","2.2490","2.2684","2.2452","0.69%"
"May 22, 2018","2.2487","2.2456","2.2548","2.2380","0.14%"
"May 21, 2018","2.2456","2.2550","2.2607","2.2447","-0.17%"
"May 18, 2018","2.2495","2.2492","2.2565","2.2423","0.06%"
"May 17, 2018","2.2481","2.2441","2.2504","2.2365","0.15%"
"May 16, 2018","2.2447","2.2405","2.2527","2.2354","0.21%"
"May 15, 2018","2.2399","2.2228","2.2432","2.2208","0.76%"
"May 14, 2018","2.2231","2.2210","2.2235","2.2104","0.12%"
"May 11, 2018","2.2205","2.2273","2.2325","2.2172","-0.22%"
"May 10, 2018","2.2254","2.2377","2.2398","2.2201","-0.59%"
"May 09, 2018","2.2386","2.2348","2.2447","2.2292","0.14%"
"May 08, 2018","2.2355","2.2254","2.2416","2.2226","0.50%"
"May 07, 2018","2.2243","2.2197","2.2302","2.2149","0.31%"
"May 04, 2018","2.2174","2.2123","2.2269","2.2109","0.23%"
"May 03, 2018","2.2123","2.2193","2.2212","2.2085","-0.32%"
"May 02, 2018","2.2193","2.2115","2.2222","2.2045","0.35%"
"May 01, 2018","2.2115","2.1957","2.2136","2.1938","0.71%"
"Apr 30, 2018","2.1959","2.1879","2.1986","2.1851","0.43%"
"Apr 27, 2018","2.1865","2.1913","2.2005","2.1860","-0.23%"
"Apr 26, 2018","2.1915","2.1810","2.1938","2.1723","0.48%"
"Apr 25, 2018","2.1810","2.1683","2.1813","2.1676","0.59%"
"Apr 24, 2018","2.1681","2.1722","2.1782","2.1660","-0.19%"
"Apr 23, 2018","2.1723","2.1591","2.1745","2.1582","0.62%"
"Apr 20, 2018","2.1589","2.1490","2.1660","2.1479","0.50%"
"Apr 19, 2018","2.1481","2.1437","2.1513","2.1391","0.21%"
"Apr 18, 2018","2.1436","2.1443","2.1498","2.1393","-0.02%"
"Apr 17, 2018","2.1441","2.1421","2.1500","2.1368","0.08%"
"Apr 16, 2018","2.1424","2.1525","2.1532","2.1403","-0.40%"
"Apr 13, 2018","2.1510","2.1517","2.1551","2.1484","-0.03%"
"Apr 12, 2018","2.1517","2.1447","2.1569","2.1431","0.34%"
"Apr 11, 2018","2.1445","2.1473","2.1482","2.1394","-0.14%"
"Apr 10, 2018","2.1474","2.1531","2.1569","2.1429","-0.24%"
"Apr 09, 2018","2.1525","2.1599","2.1630","2.1496","-0.31%"
"Apr 06, 2018","2.1591","2.1658","2.1713","2.1573","-0.36%"
"Apr 05, 2018","2.1668","2.1603","2.1717","2.1585","0.31%"
"Apr 04, 2018","2.1601","2.1613","2.1648","2.1537","-0.06%"
"Apr 03, 2018","2.1614","2.1557","2.1648","2.1502","0.26%"
"Apr 02, 2018","2.1558","2.1531","2.1595","2.1484","0.16%"
"Mar 30, 2018","2.1524","2.1561","2.1584","2.1502","-0.19%"
"Mar 29, 2018","2.1564","2.1549","2.1591","2.1498","0.07%"
"Mar 28, 2018","2.1549","2.1383","2.1576","2.1355","0.78%"
"Mar 27, 2018","2.1383","2.1316","2.1440","2.1266","0.30%"
"Mar 26, 2018","2.1319","2.1490","2.1499","2.1283","-0.72%"
"Mar 23, 2018","2.1473","2.1562","2.1566","2.1439","-0.41%"
"Mar 22, 2018","2.1562","2.1507","2.1594","2.1419","0.30%"
"Mar 21, 2018","2.1497","2.1657","2.1670","2.1475","-0.78%"
"Mar 20, 2018","2.1667","2.1505","2.1684","2.1473","0.76%"
"Mar 19, 2018","2.1504","2.1602","2.1649","2.1462","-0.37%"
"Mar 16, 2018","2.1583","2.1557","2.1636","2.1502","0.12%"
"Mar 15, 2018","2.1557","2.1446","2.1570","2.1418","0.51%"
"Mar 14, 2018","2.1448","2.1410","2.1494","2.1370","0.19%"
"Mar 13, 2018","2.1408","2.1512","2.1543","2.1379","-0.44%"
"Mar 12, 2018","2.1503","2.1551","2.1576","2.1477","-0.23%"
"Mar 09, 2018","2.1552","2.1544","2.1615","2.1505","0.04%"
"Mar 08, 2018","2.1543","2.1370","2.1568","2.1311","0.81%"
"Mar 07, 2018","2.1370","2.1383","2.1418","2.1315","-0.06%"
"Mar 06, 2018","2.1383","2.1498","2.1517","2.1359","-0.53%"
"Mar 05, 2018","2.1498","2.1528","2.1619","2.1455","-0.19%"
"Mar 02, 2018","2.1540","2.1626","2.1657","2.1505","-0.36%"
"Mar 01, 2018","2.1618","2.1751","2.1816","2.1606","-0.62%"
"Feb 28, 2018","2.1753","2.1686","2.1766","2.1671","0.32%"
"Feb 27, 2018","2.1684","2.1545","2.1707","2.1486","0.70%"
"Feb 26, 2018","2.1534","2.1569","2.1601","2.1461","-0.20%"
"Feb 23, 2018","2.1578","2.1513","2.1604","2.1498","0.30%"
"Feb 22, 2018","2.1513","2.1599","2.1639","2.1473","-0.41%"
"Feb 21, 2018","2.1601","2.1503","2.1608","2.1465","0.47%"
"Feb 20, 2018","2.1500","2.1382","2.1536","2.1372","0.56%"
"Feb 19, 2018","2.1380","2.1383","2.1446","2.1338","-0.01%"
"Feb 16, 2018","2.1382","2.1213","2.1406","2.1132","0.81%"
"Feb 15, 2018","2.1211","2.1305","2.1318","2.1202","-0.50%"
"Feb 14, 2018","2.1317","2.1484","2.1620","2.1290","-0.74%"
"Feb 13, 2018","2.1475","2.1582","2.1605","2.1442","-0.48%"
"Feb 12, 2018","2.1578","2.1643","2.1677","2.1559","-0.48%"
"Feb 09, 2018","2.1683","2.1673","2.1745","2.1599","0.11%"
"Feb 08, 2018","2.1660","2.1630","2.1725","2.1577","0.14%"
"Feb 07, 2018","2.1629","2.1429","2.1662","2.1383","0.91%"
"Feb 06, 2018","2.1435","2.1450","2.1549","2.1339","-0.08%"
"Feb 05, 2018","2.1452","2.1301","2.1460","2.1269","0.78%"
"Feb 02, 2018","2.1287","2.1195","2.1366","2.1181","0.34%"
"Feb 01, 2018","2.1214","2.1387","2.1431","2.1193","-0.67%"
"Jan 31, 2018","2.1357","2.1378","2.1406","2.1252","-0.15%"
"Jan 30, 2018","2.1389","2.1429","2.1509","2.1301","-0.20%"
"Jan 29, 2018","2.1431","2.1358","2.1506","2.1341","0.35%"
"Jan 26, 2018","2.1357","2.1402","2.1447","2.1234","-0.20%"
"Jan 25, 2018","2.1399","2.1378","2.1456","2.1158","0.09%"
"Jan 24, 2018","2.1379","2.1569","2.1589","2.1367","-0.88%"
"Jan 23, 2018","2.1569","2.1633","2.1706","2.1556","-0.34%"
"Jan 22, 2018","2.1643","2.1645","2.1731","2.1629","-0.29%"
"Jan 19, 2018","2.1706","2.1686","2.1727","2.1584","0.14%"
"Jan 18, 2018","2.1675","2.1769","2.1806","2.1627","-0.43%"
"Jan 17, 2018","2.1768","2.1635","2.1784","2.1532","0.61%"
"Jan 16, 2018","2.1636","2.1632","2.1754","2.1596","-0.02%"
"Jan 15, 2018","2.1641","2.1763","2.1785","2.1583","-0.60%"
"Jan 12, 2018","2.1772","2.2056","2.2062","2.1772","-1.25%"
"Jan 11, 2018","2.2048","2.2201","2.2237","2.1997","-0.70%"
"Jan 10, 2018","2.2203","2.2218","2.2250","2.2073","-0.08%"
"Jan 09, 2018","2.2220","2.2168","2.2269","2.2157","0.25%"
"Jan 08, 2018","2.2165","2.2054","2.2189","2.2014","0.53%"
"Jan 05, 2018","2.2048","2.1978","2.2066","2.1953","0.33%"
"Jan 04, 2018","2.1976","2.2073","2.2100","2.1936","-0.44%"
"Jan 03, 2018","2.2073","2.1995","2.2100","2.1974","0.36%"
"Jan 02, 2018","2.1993","2.2077","2.2098","2.1949","-0.35%"
"Jan 01, 2018","2.2071","2.2100","2.2100","2.2064","-0.15%"
"Dec 29, 2017","2.2104","2.2207","2.2222","2.2048","-0.50%"
"Dec 28, 2017","2.2216","2.2323","2.2323","2.2188","-0.47%"
"Dec 27, 2017","2.2321","2.2378","2.2385","2.2280","-0.21%"
"Dec 26, 2017","2.2367","2.2351","2.2388","2.2325","0.09%"
"Dec 25, 2017","2.2346","2.2388","2.2391","2.2323","-0.11%"
"Dec 22, 2017","2.2370","2.2342","2.2447","2.2334","0.12%"
"Dec 21, 2017","2.2343","2.2350","2.2394","2.2314","0.00%"
"Dec 20, 2017","2.2343","2.2402","2.2426","2.2283","-0.28%"
"Dec 19, 2017","2.2405","2.2513","2.2519","2.2384","-0.48%"
"Dec 18, 2017","2.2513","2.2563","2.2598","2.2411","-0.24%"
"Dec 15, 2017","2.2568","2.2522","2.2578","2.2457","0.20%"
"Dec 14, 2017","2.2522","2.2426","2.2538","2.2360","0.44%"
"Dec 13, 2017","2.2423","2.2593","2.2618","2.2411","-0.72%"
"Dec 12, 2017","2.2585","2.2534","2.2635","2.2489","0.23%"
"Dec 11, 2017","2.2534","2.2540","2.2555","2.2452","-0.04%"
"Dec 08, 2017","2.2542","2.2523","2.2609","2.2513","0.07%"
"Dec 07, 2017","2.2526","2.2479","2.2530","2.2448","0.21%"
"Dec 06, 2017","2.2479","2.2422","2.2512","2.2387","0.25%"
"Dec 05, 2017","2.2422","2.2344","2.2473","2.2323","0.35%"
"Dec 04, 2017","2.2344","2.2327","2.2414","2.2309","0.22%"
"Dec 01, 2017","2.2296","2.2250","2.2363","2.2199","0.19%"
"Nov 30, 2017","2.2254","2.2361","2.2449","2.2201","-0.47%"
